Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5
2024-02-29 14:53:52,90,119,98,86,67
2024-02-29 14:53:52,99,62,59,91,96
2024-02-29 14:53:52,110,97,106,120,94
2024-02-29 14:53:52,119,91,67,99,120
2024-02-29 14:53:52,75,75,98,98,119
2024-02-29 14:53:52,100,124,124,87,104
2024-02-29 14:53:52,100,115,86,98,110
2024-02-29 14:53:52,101,112,99,106,119
2024-02-29 14:53:52,123,119,116,126,120
2024-02-29 14:53:52,119,120,124,127,115
2024-02-29 14:53:52,125,126,123,123,125
2024-02-29 14:53:52,127,128,128,128,127
2024-02-29 14:53:52,135,134,130,136,129
2024-02-29 14:53:52,136,135,133,146,136
2024-02-29 14:53:52,157,146,150,147,140
2024-02-29 14:53:52,144,152,140,148,150
2024-02-29 14:53:52,146,150,145,172,132
2024-02-29 14:53:52,135,159,135,151,148
2024-02-29 14:53:52,176,183,156,150,168
2024-02-29 14:53:52,177,134,164,160,190
2024-02-29 14:53:52,180,145,194,154,152
2024-02-29 14:53:52,159,132,177,135,159
2024-02-29 14:53:52,190,160,154,130,201
2024-02-29 14:53:52,197,196,169,128,168
2024-02-29 14:53:52,204,152,152,163,158
2024-02-29 14:53:52,170,208,169,200,127
2024-02-29 14:53:52,154,198,196,209,196
2024-02-29 14:53:52,156,134,200,194,157
2024-02-29 14:53:52,127,157,156,201,134
2024-02-29 14:53:52,165,161,198,202,119
2024-02-29 14:53:52,212,155,206,204,206
2024-02-29 14:53:52,153,156,191,156,188
2024-02-29 14:53:52,131,164,209,135,187
2024-02-29 14:53:52,153,120,203,120,219
2024-02-29 14:53:52,132,178,119,123,132
2024-02-29 14:53:52,128,213,135,213,184
2024-02-29 14:53:52,127,128,178,169,178
2024-02-29 14:53:52,211,161,135,170,212
2024-02-29 14:53:52,215,129,163,135,164
2024-02-29 14:53:52,169,161,109,172,177
2024-02-29 14:53:52,127,120,203,123,169
2024-02-29 14:53:52,122,176,155,154,184
2024-02-29 14:53:52,153,215,167,147,122
2024-02-29 14:53:52,181,205,167,110,127
2024-02-29 14:53:52,92,99,180,201,107
2024-02-29 14:53:52,149,120,208,156,171
2024-02-29 14:53:52,157,119,102,169,88
2024-02-29 14:53:52,158,138,119,186,134
2024-02-29 14:53:52,93,198,100,144,132
2024-02-29 14:53:52,194,194,129,127,127
2024-02-29 14:53:52,127,91,191,189,99
2024-02-29 14:53:52,135,153,86,176,185
2024-02-29 14:53:52,100,132,90,100,150
2024-02-29 14:53:52,128,120,101,90,105
2024-02-29 14:53:52,160,115,175,107,131
2024-02-29 14:53:52,110,131,135,170,135
2024-02-29 14:53:52,123,99,126,99,104
2024-02-29 14:53:52,115,147,159,118,122
2024-02-29 14:53:52,129,116,139,133,120
2024-02-29 14:53:52,137,112,115,128,131
2024-02-29 14:53:52,121,123,131,116,119
2024-02-29 14:53:52,129,130,122,129,126
2024-02-29 14:53:52,127,127,127,127,127
2024-02-29 14:53:52,131,128,127,127,122
2024-02-29 14:53:52,115,127,125,123,125
2024-02-29 14:53:52,116,116,133,143,116
2024-02-29 14:53:52,147,138,138,141,108
2024-02-29 14:53:52,124,121,124,155,125
2024-02-29 14:53:52,108,124,107,147,133
2024-02-29 14:53:52,123,97,119,87,153
2024-02-29 14:53:52,139,139,102,110,134
2024-02-29 14:53:52,117,74,149,74,131
2024-02-29 14:53:52,78,102,127,89,164
2024-02-29 14:53:52,137,77,103,169,95
2024-02-29 14:53:52,98,169,120,128,120
2024-02-29 14:53:52,85,160,74,85,60
2024-02-29 14:53:52,88,124,62,156,62
2024-02-29 14:53:52,114,95,116,108,116
2024-02-29 14:53:52,127,54,109,126,54
2024-02-29 14:53:52,157,90,53,127,90
2024-02-29 14:53:52,88,43,115,89,103
2024-02-29 14:53:52,111,105,155,55,119
2024-02-29 14:53:52,39,100,92,92,140
2024-02-29 14:53:52,88,70,37,50,78
2024-02-29 14:53:52,97,141,83,135,85
2024-02-29 14:53:52,89,140,77,77,94
2024-02-29 14:53:52,79,101,124,128,34
2024-02-29 14:53:52,41,129,128,126,42
2024-02-29 14:53:52,51,125,125,84,74
2024-02-29 14:53:52,75,96,101,119,51
2024-02-29 14:53:52,122,125,98,135,68
2024-02-29 14:53:52,63,119,85,55,74
2024-02-29 14:53:52,73,115,86,115,100
2024-02-29 14:53:52,58,39,52,98,79
2024-02-29 14:53:52,64,89,83,106,111
2024-02-29 14:53:52,62,93,90,44,127
2024-02-29 14:53:52,54,90,98,53,61
2024-02-29 14:53:52,94,77,48,54,91
2024-02-29 14:53:52,99,120,120,79,100
2024-02-29 14:53:52,85,80,96,50,48
2024-02-29 14:53:52,85,84,94,103,87
2024-02-29 14:53:52,64,86,84,64,50
2024-02-29 14:53:52,87,90,98,122,127
2024-02-29 14:53:52,78,98,87,102,119
2024-02-29 14:53:52,92,109,89,61,65
2024-02-29 14:53:52,79,95,67,107,74
2024-02-29 14:53:52,94,84,97,84,127
2024-02-29 14:53:52,104,79,104,76,109
2024-02-29 14:53:52,124,99,96,109,110
2024-02-29 14:53:52,108,91,119,121,107
2024-02-29 14:53:52,112,116,111,99,114
2024-02-29 14:53:52,121,122,122,119,116
2024-02-29 14:53:52,122,126,121,121,126
2024-02-29 14:53:52,127,127,127,127,127
2024-02-29 14:53:52,129,129,129,128,130
2024-02-29 14:53:52,131,133,134,137,141
2024-02-29 14:53:52,142,153,136,142,142
2024-02-29 14:53:52,145,142,145,145,159
2024-02-29 14:53:52,159,166,140,155,166
2024-02-29 14:53:52,173,163,133,151,154
2024-02-29 14:53:52,141,141,171,145,133
2024-02-29 14:53:52,159,150,143,167,187
2024-02-29 14:53:52,171,165,164,165,178
2024-02-29 14:53:52,133,146,164,167,154
2024-02-29 14:53:52,187,153,127,199,162
2024-02-29 14:53:52,203,133,158,152,157
